net,wires
"(11,20)","[(10,11,0),(np.int64(9),np.int64(11),np.int64(0)),(np.int64(9),np.int64(12),np.int64(0)),(np.int64(9),np.int64(13),np.int64(0)),(np.int64(9),np.int64(13),np.int64(1)),(np.int64(9),np.int64(13),np.int64(2)),(np.int64(8),np.int64(13),np.int64(2)),(np.int64(7),np.int64(13),np.int64(2)),(np.int64(6),np.int64(13),np.int64(2)),(np.int64(5),np.int64(13),np.int64(2)),(np.int64(4),np.int64(13),np.int64(2)),(np.int64(4),np.int64(12),np.int64(2)),(np.int64(4),np.int64(11),np.int64(2)),(np.int64(4),np.int64(10),np.int64(2)),(np.int64(4),np.int64(9),np.int64(2)),(np.int64(4),np.int64(8),np.int64(2)),(np.int64(4),np.int64(7),np.int64(2)),(np.int64(4),np.int64(6),np.int64(2)),(np.int64(4),np.int64(6),np.int64(1)),(np.int64(4),np.int64(5),np.int64(1)),(np.int64(4),np.int64(4),np.int64(1)),(np.int64(4),np.int64(3),np.int64(1)),(np.int64(4),np.int64(2),np.int64(1)),(4,2,0)]"
"(13,26)","[(8,12,0),(np.int64(8),np.int64(12),np.int64(1)),(np.int64(8),np.int64(11),np.int64(1)),(np.int64(8),np.int64(10),np.int64(1)),(np.int64(8),np.int64(9),np.int64(1)),(np.int64(9),np.int64(9),np.int64(1)),(np.int64(10),np.int64(9),np.int64(1)),(np.int64(11),np.int64(9),np.int64(1)),(np.int64(11),np.int64(9),np.int64(2)),(np.int64(12),np.int64(9),np.int64(2)),(np.int64(13),np.int64(9),np.int64(2)),(np.int64(14),np.int64(9),np.int64(2)),(np.int64(15),np.int64(9),np.int64(2)),(np.int64(16),np.int64(9),np.int64(2)),(np.int64(16),np.int64(9),np.int64(1)),(16,9,0)]"
"(46,19)","[(12,13,0),(12,14,0)]"
"(8,29)","[(2,10,0),(np.int64(3),np.int64(10),np.int64(0)),(np.int64(4),np.int64(10),np.int64(0)),(np.int64(4),np.int64(10),np.int64(1)),(np.int64(3),np.int64(10),np.int64(1)),(np.int64(3),np.int64(10),np.int64(2)),(np.int64(4),np.int64(10),np.int64(2)),(np.int64(5),np.int64(10),np.int64(2)),(np.int64(6),np.int64(10),np.int64(2)),(np.int64(7),np.int64(10),np.int64(2)),(np.int64(7),np.int64(9),np.int64(2)),(np.int64(7),np.int64(8),np.int64(2)),(np.int64(7),np.int64(7),np.int64(2)),(np.int64(7),np.int64(7),np.int64(1)),(np.int64(7),np.int64(7),np.int64(0)),(7,8,0)]"
"(1,17)","[(4,4,0),(np.int64(3),np.int64(4),np.int64(0)),(np.int64(3),np.int64(3),np.int64(0)),(np.int64(3),np.int64(3),np.int64(1)),(np.int64(4),np.int64(3),np.int64(1)),(np.int64(5),np.int64(3),np.int64(1)),(np.int64(5),np.int64(4),np.int64(1)),(np.int64(5),np.int64(4),np.int64(2)),(np.int64(6),np.int64(4),np.int64(2)),(np.int64(7),np.int64(4),np.int64(2)),(np.int64(8),np.int64(4),np.int64(2)),(np.int64(9),np.int64(4),np.int64(2)),(np.int64(9),np.int64(5),np.int64(2)),(np.int64(10),np.int64(5),np.int64(2)),(np.int64(10),np.int64(6),np.int64(2)),(np.int64(10),np.int64(7),np.int64(2)),(np.int64(10),np.int64(8),np.int64(2)),(np.int64(11),np.int64(8),np.int64(2)),(np.int64(11),np.int64(8),np.int64(1)),(11,8,0)]"
"(48,6)","[(1,15,0),(np.int64(0),np.int64(15),np.int64(0)),(np.int64(0),np.int64(14),np.int64(0)),(np.int64(1),np.int64(14),np.int64(0)),(np.int64(1),np.int64(14),np.int64(1)),(np.int64(2),np.int64(14),np.int64(1)),(np.int64(2),np.int64(13),np.int64(1)),(np.int64(3),np.int64(13),np.int64(1)),(np.int64(4),np.int64(13),np.int64(1)),(np.int64(5),np.int64(13),np.int64(1)),(np.int64(6),np.int64(13),np.int64(1)),(np.int64(6),np.int64(12),np.int64(1)),(np.int64(7),np.int64(12),np.int64(1)),(np.int64(7),np.int64(12),np.int64(2)),(np.int64(8),np.int64(12),np.int64(2)),(np.int64(9),np.int64(12),np.int64(2)),(np.int64(10),np.int64(12),np.int64(2)),(np.int64(11),np.int64(12),np.int64(2)),(np.int64(12),np.int64(12),np.int64(2)),(np.int64(12),np.int64(11),np.int64(2)),(np.int64(12),np.int64(11),np.int64(1)),(np.int64(12),np.int64(11),np.int64(0)),(11,11,0)]"
"(34,5)","[(10,10,0),(np.int64(9),np.int64(10),np.int64(0)),(np.int64(9),np.int64(9),np.int64(0)),(np.int64(9),np.int64(9),np.int64(1)),(np.int64(9),np.int64(9),np.int64(2)),(np.int64(10),np.int64(9),np.int64(2)),(np.int64(10),np.int64(8),np.int64(2)),(np.int64(9),np.int64(8),np.int64(2)),(np.int64(9),np.int64(8),np.int64(1)),(np.int64(10),np.int64(8),np.int64(1)),(np.int64(10),np.int64(8),np.int64(0)),(11,8,0)]"
"(45,35)","[(16,9,0),(np.int64(16),np.int64(10),np.int64(0)),(np.int64(16),np.int64(10),np.int64(1)),(np.int64(16),np.int64(10),np.int64(2)),(np.int64(15),np.int64(10),np.int64(2)),(np.int64(14),np.int64(10),np.int64(2)),(np.int64(13),np.int64(10),np.int64(2)),(np.int64(13),np.int64(10),np.int64(1)),(np.int64(13),np.int64(10),np.int64(0)),(13,9,0)]"
"(4,34)","[(7,10,0),(np.int64(7),np.int64(10),np.int64(1)),(np.int64(7),np.int64(10),np.int64(2)),(np.int64(8),np.int64(10),np.int64(2)),(np.int64(9),np.int64(10),np.int64(2)),(np.int64(10),np.int64(10),np.int64(2)),(np.int64(11),np.int64(10),np.int64(2)),(np.int64(12),np.int64(10),np.int64(2)),(np.int64(13),np.int64(10),np.int64(2)),(np.int64(13),np.int64(10),np.int64(3)),(np.int64(14),np.int64(10),np.int64(3)),(np.int64(15),np.int64(10),np.int64(3)),(np.int64(16),np.int64(10),np.int64(3)),(np.int64(16),np.int64(9),np.int64(3)),(np.int64(16),np.int64(8),np.int64(3)),(np.int64(16),np.int64(8),np.int64(2)),(np.int64(16),np.int64(8),np.int64(1)),(np.int64(16),np.int64(8),np.int64(0)),(15,8,0)]"
"(16,43)","[(9,3,0),(np.int64(10),np.int64(3),np.int64(0)),(np.int64(11),np.int64(3),np.int64(0)),(np.int64(11),np.int64(3),np.int64(1)),(np.int64(11),np.int64(4),np.int64(1)),(np.int64(11),np.int64(4),np.int64(2)),(np.int64(11),np.int64(5),np.int64(2)),(np.int64(12),np.int64(5),np.int64(2)),(np.int64(13),np.int64(5),np.int64(2)),(np.int64(14),np.int64(5),np.int64(2)),(np.int64(15),np.int64(5),np.int64(2)),(np.int64(15),np.int64(6),np.int64(2)),(np.int64(15),np.int64(7),np.int64(2)),(np.int64(15),np.int64(8),np.int64(2)),(np.int64(15),np.int64(9),np.int64(2)),(np.int64(15),np.int64(10),np.int64(2)),(np.int64(15),np.int64(11),np.int64(2)),(np.int64(15),np.int64(12),np.int64(2)),(np.int64(15),np.int64(12),np.int64(1)),(np.int64(15),np.int64(12),np.int64(0)),(15,13,0)]"
"(32,42)","[(16,11,0),(np.int64(16),np.int64(12),np.int64(0)),(np.int64(16),np.int64(13),np.int64(0)),(np.int64(16),np.int64(14),np.int64(0)),(np.int64(15),np.int64(14),np.int64(0)),(15,15,0)]"
"(1,11)","[(1,11,0),(np.int64(1),np.int64(10),np.int64(0)),(np.int64(1),np.int64(9),np.int64(0)),(np.int64(1),np.int64(8),np.int64(0)),(np.int64(1),np.int64(8),np.int64(1)),(np.int64(1),np.int64(7),np.int64(1)),(np.int64(1),np.int64(6),np.int64(1)),(np.int64(1),np.int64(5),np.int64(1)),(np.int64(1),np.int64(5),np.int64(2)),(np.int64(2),np.int64(5),np.int64(2)),(np.int64(3),np.int64(5),np.int64(2)),(np.int64(3),np.int64(4),np.int64(2)),(np.int64(3),np.int64(3),np.int64(2)),(np.int64(4),np.int64(3),np.int64(2)),(np.int64(5),np.int64(3),np.int64(2)),(np.int64(6),np.int64(3),np.int64(2)),(np.int64(7),np.int64(3),np.int64(2)),(np.int64(8),np.int64(3),np.int64(2)),(np.int64(9),np.int64(3),np.int64(2)),(np.int64(10),np.int64(3),np.int64(2)),(np.int64(10),np.int64(3),np.int64(3)),(np.int64(10),np.int64(2),np.int64(3)),(np.int64(10),np.int64(1),np.int64(3)),(np.int64(11),np.int64(1),np.int64(3)),(np.int64(12),np.int64(1),np.int64(3)),(np.int64(13),np.int64(1),np.int64(3)),(np.int64(14),np.int64(1),np.int64(3)),(np.int64(15),np.int64(1),np.int64(3)),(np.int64(16),np.int64(1),np.int64(3)),(np.int64(16),np.int64(1),np.int64(2)),(np.int64(16),np.int64(1),np.int64(1)),(16,1,0)]"
"(1,22)","[(3,14,0),(np.int64(3),np.int64(15),np.int64(0)),(np.int64(3),np.int64(15),np.int64(1)),(np.int64(4),np.int64(15),np.int64(1)),(np.int64(5),np.int64(15),np.int64(1)),(np.int64(5),np.int64(14),np.int64(1)),(np.int64(5),np.int64(13),np.int64(1)),(np.int64(5),np.int64(13),np.int64(0)),(6,13,0)]"
"(41,11)","[(1,13,0),(np.int64(2),np.int64(13),np.int64(0)),(np.int64(2),np.int64(13),np.int64(1)),(np.int64(1),np.int64(13),np.int64(1)),(np.int64(0),np.int64(13),np.int64(1)),(np.int64(0),np.int64(12),np.int64(1)),(np.int64(1),np.int64(12),np.int64(1)),(np.int64(2),np.int64(12),np.int64(1)),(np.int64(3),np.int64(12),np.int64(1)),(np.int64(4),np.int64(12),np.int64(1)),(np.int64(5),np.int64(12),np.int64(1)),(np.int64(6),np.int64(12),np.int64(1)),(np.int64(6),np.int64(11),np.int64(1)),(np.int64(7),np.int64(11),np.int64(1)),(np.int64(8),np.int64(11),np.int64(1)),(np.int64(8),np.int64(11),np.int64(2)),(np.int64(8),np.int64(10),np.int64(2)),(np.int64(8),np.int64(9),np.int64(2)),(np.int64(8),np.int64(8),np.int64(2)),(np.int64(8),np.int64(8),np.int64(1)),(np.int64(9),np.int64(8),np.int64(1)),(9,8,0)]"
"(45,30)","[(15,15,0),(np.int64(14),np.int64(15),np.int64(0)),(np.int64(14),np.int64(15),np.int64(1)),(np.int64(14),np.int64(14),np.int64(1)),(np.int64(14),np.int64(13),np.int64(1)),(np.int64(14),np.int64(12),np.int64(1)),(np.int64(14),np.int64(11),np.int64(1)),(np.int64(14),np.int64(10),np.int64(1)),(np.int64(14),np.int64(9),np.int64(1)),(np.int64(14),np.int64(8),np.int64(1)),(np.int64(14),np.int64(7),np.int64(1)),(np.int64(13),np.int64(7),np.int64(1)),(np.int64(12),np.int64(7),np.int64(1)),(np.int64(11),np.int64(7),np.int64(1)),(np.int64(10),np.int64(7),np.int64(1)),(np.int64(10),np.int64(7),np.int64(0)),(np.int64(9),np.int64(7),np.int64(0)),(9,6,0)]"
"(5,41)","[(13,3,0),(np.int64(14),np.int64(3),np.int64(0)),(np.int64(14),np.int64(3),np.int64(1)),(np.int64(14),np.int64(4),np.int64(1)),(np.int64(14),np.int64(5),np.int64(1)),(np.int64(13),np.int64(5),np.int64(1)),(np.int64(13),np.int64(6),np.int64(1)),(np.int64(13),np.int64(6),np.int64(2)),(np.int64(13),np.int64(7),np.int64(2)),(np.int64(13),np.int64(8),np.int64(2)),(np.int64(13),np.int64(8),np.int64(3)),(np.int64(13),np.int64(9),np.int64(3)),(np.int64(13),np.int64(9),np.int64(4)),(np.int64(12),np.int64(9),np.int64(4)),(np.int64(11),np.int64(9),np.int64(4)),(np.int64(10),np.int64(9),np.int64(4)),(np.int64(9),np.int64(9),np.int64(4)),(np.int64(8),np.int64(9),np.int64(4)),(np.int64(7),np.int64(9),np.int64(4)),(np.int64(6),np.int64(9),np.int64(4)),(np.int64(5),np.int64(9),np.int64(4)),(np.int64(4),np.int64(9),np.int64(4)),(np.int64(3),np.int64(9),np.int64(4)),(np.int64(2),np.int64(9),np.int64(4)),(np.int64(1),np.int64(9),np.int64(4)),(np.int64(1),np.int64(10),np.int64(4)),(np.int64(1),np.int64(11),np.int64(4)),(np.int64(1),np.int64(11),np.int64(3)),(np.int64(1),np.int64(11),np.int64(2)),(np.int64(1),np.int64(11),np.int64(1)),(1,11,0)]"
"(42,14)","[(1,15,0),(np.int64(1),np.int64(16),np.int64(0)),(np.int64(2),np.int64(16),np.int64(0)),(np.int64(3),np.int64(16),np.int64(0)),(np.int64(4),np.int64(16),np.int64(0)),(np.int64(5),np.int64(16),np.int64(0)),(np.int64(5),np.int64(16),np.int64(1)),(np.int64(6),np.int64(16),np.int64(1)),(np.int64(7),np.int64(16),np.int64(1)),(np.int64(8),np.int64(16),np.int64(1)),(np.int64(8),np.int64(15),np.int64(1)),(np.int64(8),np.int64(14),np.int64(1)),(np.int64(8),np.int64(13),np.int64(1)),(np.int64(8),np.int64(13),np.int64(0)),(8,12,0)]"
"(36,7)","[(1,1,0),(np.int64(1),np.int64(2),np.int64(0)),(np.int64(1),np.int64(3),np.int64(0)),(np.int64(2),np.int64(3),np.int64(0)),(np.int64(2),np.int64(2),np.int64(0)),(np.int64(2),np.int64(2),np.int64(1)),(np.int64(3),np.int64(2),np.int64(1)),(np.int64(3),np.int64(2),np.int64(0)),(4,2,0)]"
"(14,50)","[(13,9,0),(np.int64(13),np.int64(8),np.int64(0)),(np.int64(12),np.int64(8),np.int64(0)),(np.int64(12),np.int64(8),np.int64(1)),(np.int64(11),np.int64(8),np.int64(1)),(np.int64(10),np.int64(8),np.int64(1)),(np.int64(10),np.int64(8),np.int64(2)),(np.int64(10),np.int64(8),np.int64(3)),(np.int64(9),np.int64(8),np.int64(3)),(np.int64(8),np.int64(8),np.int64(3)),(np.int64(7),np.int64(8),np.int64(3)),(np.int64(6),np.int64(8),np.int64(3)),(np.int64(6),np.int64(9),np.int64(3)),(np.int64(6),np.int64(10),np.int64(3)),(np.int64(6),np.int64(11),np.int64(3)),(np.int64(6),np.int64(12),np.int64(3)),(np.int64(6),np.int64(13),np.int64(3)),(np.int64(6),np.int64(13),np.int64(2)),(np.int64(6),np.int64(13),np.int64(1)),(6,13,0)]"
chip_2_net_8,59398
